product_name,date,quantity_sold,price_per_kg
Papaya,2023-11-24,114,77
Grapes,2023-11-24,362,113
Tomato,2023-11-25,185,69
Potato,2023-11-25,252,92
Onion,2023-11-25,234,22
Carrot,2023-11-25,234,99
Cabbage,2023-11-25,275,30
Brinjal,2023-11-25,377,113
Cauliflower,2023-11-25,83,91
Spinach,2023-11-25,356,95
Beans,2023-11-25,229,22
Apple,2023-11-25,350,45
Banana,2023-11-25,437,27
Mango,2023-11-25,240,115
Orange,2023-11-25,221,112
Papaya,2023-11-25,297,27
Grapes,2023-11-25,281,19
Tomato,2023-11-26,280,29
Potato,2023-11-26,161,79
Onion,2023-11-26,199,101
Carrot,2023-11-26,93,31
Cabbage,2023-11-26,153,60
Brinjal,2023-11-26,344,36
Cauliflower,2023-11-26,114,88
Spinach,2023-11-26,337,45
Beans,2023-11-26,489,33
Apple,2023-11-26,107,42
Banana,2023-11-26,86,120
Mango,2023-11-26,223,98
Orange,2023-11-26,56,83
Papaya,2023-11-26,107,53
Grapes,2023-11-26,157,36
Tomato,2023-11-27,339,118
Potato,2023-11-27,139,66
Onion,2023-11-27,346,105
Carrot,2023-11-27,178,105
Cabbage,2023-11-27,287,62
Brinjal,2023-11-27,194,62
Cauliflower,2023-11-27,92,40
Spinach,2023-11-27,496,50
Beans,2023-11-27,164,116
Apple,2023-11-27,83,117
Banana,2023-11-27,494,51
Mango,2023-11-27,400,34
Orange,2023-11-27,237,28
Papaya,2023-11-27,435,69
Grapes,2023-11-27,317,51
Tomato,2023-11-28,359,117
Potato,2023-11-28,247,107
Onion,2023-11-28,246,39
Carrot,2023-11-28,271,107
Cabbage,2023-11-28,347,82
Brinjal,2023-11-28,241,36
Cauliflower,2023-11-28,284,66
Spinach,2023-11-28,463,81
Beans,2023-11-28,489,93
Apple,2023-11-28,125,67
Banana,2023-11-28,80,103
Mango,2023-11-28,71,48
Orange,2023-11-28,77,21
Papaya,2023-11-28,276,42
Grapes,2023-11-28,242,39
Tomato,2023-11-29,282,98
Potato,2023-11-29,422,45
Onion,2023-11-29,417,72
Carrot,2023-11-29,91,20
Cabbage,2023-11-29,496,28
Brinjal,2023-11-29,427,26
Cauliflower,2023-11-29,144,84
Spinach,2023-11-29,386,22
Beans,2023-11-29,101,26
Apple,2023-11-29,221,113
Banana,2023-11-29,242,12
Mango,2023-11-29,110,15
Orange,2023-11-29,488,59
Papaya,2023-11-29,122,26
Grapes,2023-11-29,82,100
Tomato,2023-11-30,223,32
Potato,2023-11-30,70,79
Onion,2023-11-30,115,56
Carrot,2023-11-30,320,24
Cabbage,2023-11-30,187,67
Brinjal,2023-11-30,450,88
Cauliflower,2023-11-30,190,50
Spinach,2023-11-30,363,99
Beans,2023-11-30,473,40
Apple,2023-11-30,359,39
Banana,2023-11-30,422,86
Mango,2023-11-30,158,99
Orange,2023-11-30,474,64
Papaya,2023-11-30,401,91
Grapes,2023-11-30,108,49
Tomato,2023-12-01,154,115
Potato,2023-12-01,467,99
Onion,2023-12-01,286,97
Carrot,2023-12-01,435,91
Cabbage,2023-12-01,431,94
Brinjal,2023-12-01,459,88
Cauliflower,2023-12-01,297,17
Spinach,2023-12-01,68,57
Beans,2023-12-01,98,51
Apple,2023-12-01,428,45
Banana,2023-12-01,266,71
Mango,2023-12-01,261,72
Orange,2023-12-01,304,59
Papaya,2023-12-01,127,59
Grapes,2023-12-01,439,47
Tomato,2023-12-02,259,119
Potato,2023-12-02,487,117
Onion,2023-12-02,255,98
Carrot,2023-12-02,427,71
Cabbage,2023-12-02,196,43
Brinjal,2023-12-02,376,53
Cauliflower,2023-12-02,190,31
Spinach,2023-12-02,293,120
Beans,2023-12-02,279,88
Apple,2023-12-02,264,49
Banana,2023-12-02,489,81
Mango,2023-12-02,219,25
Orange,2023-12-02,459,105
Papaya,2023-12-02,115,64
Grapes,2023-12-02,397,45
Tomato,2023-12-03,289,115
Potato,2023-12-03,447,117
Onion,2023-12-03,145,76
Carrot,2023-12-03,485,93
Cabbage,2023-12-03,219,84
Brinjal,2023-12-03,379,112
Cauliflower,2023-12-03,349,18
Spinach,2023-12-03,452,30
Beans,2023-12-03,184,80
Apple,2023-12-03,433,105
Banana,2023-12-03,103,18
Mango,2023-12-03,395,11
Orange,2023-12-03,196,73
Papaya,2023-12-03,387,73
Grapes,2023-12-03,439,13
Tomato,2023-12-04,392,72
Potato,2023-12-04,268,29
Onion,2023-12-04,283,57
Carrot,2023-12-04,298,81
Cabbage,2023-12-04,222,96
Brinjal,2023-12-04,204,73
Cauliflower,2023-12-04,264,16
Spinach,2023-12-04,57,119
Beans,2023-12-04,107,65
Apple,2023-12-04,388,52
Banana,2023-12-04,385,67
Mango,2023-12-04,349,57
Orange,2023-12-04,209,113
Papaya,2023-12-04,108,91
Grapes,2023-12-04,398,73
Tomato,2023-12-05,455,82
Potato,2023-12-05,496,58
Onion,2023-12-05,402,16
Carrot,2023-12-05,74,59
Cabbage,2023-12-05,379,97
Brinjal,2023-12-05,142,74
Cauliflower,2023-12-05,340,87
Spinach,2023-12-05,95,86
Beans,2023-12-05,200,56
Apple,2023-12-05,97,44
Banana,2023-12-05,81,16
Mango,2023-12-05,130,102
Orange,2023-12-05,57,38
Papaya,2023-12-05,428,37
Grapes,2023-12-05,353,37
Tomato,2023-12-06,126,106
Potato,2023-12-06,472,74
Onion,2023-12-06,57,48
Carrot,2023-12-06,477,108
Cabbage,2023-12-06,241,115
Brinjal,2023-12-06,213,97
Cauliflower,2023-12-06,446,33
Spinach,2023-12-06,320,72
Beans,2023-12-06,401,12
Apple,2023-12-06,327,107
Banana,2023-12-06,103,22
Mango,2023-12-06,182,30
Orange,2023-12-06,131,14
Papaya,2023-12-06,196,69
Grapes,2023-12-06,332,12
Tomato,2023-12-07,120,74
Potato,2023-12-07,186,65
Onion,2023-12-07,260,49
Carrot,2023-12-07,67,101
Cabbage,2023-12-07,164,27
Brinjal,2023-12-07,316,18
Cauliflower,2023-12-07,230,78
Spinach,2023-12-07,419,85
Beans,2023-12-07,478,76
Apple,2023-12-07,128,70
Banana,2023-12-07,366,48
Mango,2023-12-07,404,63
Orange,2023-12-07,375,101
Papaya,2023-12-07,56,63
Grapes,2023-12-07,476,74
Tomato,2023-12-08,312,62
Potato,2023-12-08,361,62
Onion,2023-12-08,62,72
Carrot,2023-12-08,201,107
Cabbage,2023-12-08,467,58
Brinjal,2023-12-08,367,106
Cauliflower,2023-12-08,135,24
Spinach,2023-12-08,67,10
Beans,2023-12-08,88,119
Apple,2023-12-08,480,23
Banana,2023-12-08,248,43
Mango,2023-12-08,205,70
Orange,2023-12-08,194,26
Papaya,2023-12-08,130,80
Grapes,2023-12-08,333,118
Tomato,2023-12-09,445,102
Potato,2023-12-09,150,47
Onion,2023-12-09,433,109
Carrot,2023-12-09,88,100
Cabbage,2023-12-09,291,15
Brinjal,2023-12-09,88,89
Cauliflower,2023-12-09,135,44
Spinach,2023-12-09,382,26
Beans,2023-12-09,279,86
Apple,2023-12-09,143,118
Banana,2023-12-09,462,116
Mango,2023-12-09,130,41
Orange,2023-12-09,78,67
Papaya,2023-12-09,190,120
Grapes,2023-12-09,379,91
Tomato,2023-12-10,386,59
Potato,2023-12-10,50,120
Onion,2023-12-10,450,18
Carrot,2023-12-10,67,25
Cabbage,2023-12-10,168,40
Brinjal,2023-12-10,346,111
Cauliflower,2023-12-10,297,33
Spinach,2023-12-10,363,49
Beans,2023-12-10,421,24
Apple,2023-12-10,203,67
Banana,2023-12-10,375,80
Mango,2023-12-10,126,109
Orange,2023-12-10,256,38
Papaya,2023-12-10,131,60
Grapes,2023-12-10,331,118
Tomato,2023-12-11,498,117
Potato,2023-12-11,382,84
Onion,2023-12-11,354,80
Carrot,2023-12-11,295,67
Cabbage,2023-12-11,391,19
Brinjal,2023-12-11,460,66
Cauliflower,2023-12-11,137,22
Spinach,2023-12-11,154,19
Beans,2023-12-11,291,45
Apple,2023-12-11,215,29
Banana,2023-12-11,342,74
Mango,2023-12-11,151,84
Orange,2023-12-11,106,68
Papaya,2023-12-11,233,47
Grapes,2023-12-11,253,112
Tomato,2023-12-12,180,13
Potato,2023-12-12,356,45
Onion,2023-12-12,153,90
Carrot,2023-12-12,372,22
Cabbage,2023-12-12,215,73
Brinjal,2023-12-12,256,91
Cauliflower,2023-12-12,90,87
Spinach,2023-12-12,228,52
Beans,2023-12-12,165,26
Apple,2023-12-12,486,77
Banana,2023-12-12,220,72
Mango,2023-12-12,81,68
Orange,2023-12-12,398,17
Papaya,2023-12-12,364,32
Grapes,2023-12-12,159,83
Tomato,2023-12-13,339,107
Potato,2023-12-13,211,34
Onion,2023-12-13,70,93
Carrot,2023-12-13,199,24
Cabbage,2023-12-13,427,96
Brinjal,2023-12-13,341,109
Cauliflower,2023-12-13,310,92
Spinach,2023-12-13,241,60
Beans,2023-12-13,110,67
Apple,2023-12-13,289,42
Banana,2023-12-13,332,112
Mango,2023-12-13,66,107
Orange,2023-12-13,379,51
Papaya,2023-12-13,74,109
Grapes,2023-12-13,194,33
Tomato,2023-12-14,293,31
Potato,2023-12-14,279,13
Onion,2023-12-14,274,54
Carrot,2023-12-14,109,96
Cabbage,2023-12-14,355,31
Brinjal,2023-12-14,398,86
Cauliflower,2023-12-14,484,68
Spinach,2023-12-14,480,114
Beans,2023-12-14,113,97
Apple,2023-12-14,89,68
Banana,2023-12-14,375,27
Mango,2023-12-14,194,106
Orange,2023-12-14,457,111
Papaya,2023-12-14,51,39
Grapes,2023-12-14,272,113
Tomato,2023-12-15,251,62
Potato,2023-12-15,127,83
Onion,2023-12-15,313,68
Carrot,2023-12-15,360,21
Cabbage,2023-12-15,423,10
Brinjal,2023-12-15,99,55
Cauliflower,2023-12-15,278,114
Spinach,2023-12-15,329,56
Beans,2023-12-15,215,98
Apple,2023-12-15,365,19
Banana,2023-12-15,457,82
Mango,2023-12-15,477,53
Orange,2023-12-15,156,24
Papaya,2023-12-15,388,81
Grapes,2023-12-15,165,31
Tomato,2023-12-16,409,108
Potato,2023-12-16,494,22
Onion,2023-12-16,382,51
Carrot,2023-12-16,186,30
Cabbage,2023-12-16,90,109
Brinjal,2023-12-16,161,24
Cauliflower,2023-12-16,393,23
Spinach,2023-12-16,302,51
Beans,2023-12-16,224,42
Apple,2023-12-16,285,111
Banana,2023-12-16,491,45
Mango,2023-12-16,149,68
Orange,2023-12-16,87,20
Papaya,2023-12-16,143,72
Grapes,2023-12-16,496,44
Tomato,2023-12-17,499,117
Potato,2023-12-17,290,104
Onion,2023-12-17,272,69
Carrot,2023-12-17,396,114
Cabbage,2023-12-17,330,115
Brinjal,2023-12-17,419,120
Cauliflower,2023-12-17,370,72
Spinach,2023-12-17,288,27
Beans,2023-12-17,288,63
Apple,2023-12-17,156,57
Banana,2023-12-17,367,27
Mango,2023-12-17,110,70
Orange,2023-12-17,246,37
Papaya,2023-12-17,91,29
Grapes,2023-12-17,378,16
Tomato,2023-12-18,74,27
Potato,2023-12-18,370,59
Onion,2023-12-18,197,38
Carrot,2023-12-18,187,75
Cabbage,2023-12-18,219,98
Brinjal,2023-12-18,105,55
Cauliflower,2023-12-18,106,51
Spinach,2023-12-18,180,81
Beans,2023-12-18,71,104
Apple,2023-12-18,138,53
Banana,2023-12-18,181,89
Mango,2023-12-18,183,16
Orange,2023-12-18,88,108
Papaya,2023-12-18,284,31
Grapes,2023-12-18,309,44
Tomato,2023-12-19,343,106
Potato,2023-12-19,129,70
Onion,2023-12-19,377,19
Carrot,2023-12-19,369,71
Cabbage,2023-12-19,317,105
Brinjal,2023-12-19,371,26
Cauliflower,2023-12-19,466,108
Spinach,2023-12-19,481,57
Beans,2023-12-19,168,96
Apple,2023-12-19,372,27
Banana,2023-12-19,321,94
Mango,2023-12-19,101,108
Orange,2023-12-19,215,10
Papaya,2023-12-19,55,102
Grapes,2023-12-19,312,31
Tomato,2023-12-20,94,24
Potato,2023-12-20,182,119
Onion,2023-12-20,164,63
Carrot,2023-12-20,194,68
Cabbage,2023-12-20,245,104
Brinjal,2023-12-20,190,70
Cauliflower,2023-12-20,457,112
Spinach,2023-12-20,143,18
Beans,2023-12-20,368,67
Apple,2023-12-20,89,90
Banana,2023-12-20,210,113
Mango,2023-12-20,396,42
Orange,2023-12-20,309,88
Papaya,2023-12-20,420,61
Grapes,2023-12-20,210,114
Tomato,2023-12-21,479,73
Potato,2023-12-21,363,109
Onion,2023-12-21,233,61
Carrot,2023-12-21,469,26
Cabbage,2023-12-21,349,36
Brinjal,2023-12-21,116,23
Cauliflower,2023-12-21,213,111
Spinach,2023-12-21,362,39
Beans,2023-12-21,482,89
Apple,2023-12-21,192,23
Banana,2023-12-21,425,44
Mango,2023-12-21,186,101
Orange,2023-12-21,392,20
Papaya,2023-12-21,144,70
Grapes,2023-12-21,329,19
Tomato,2023-12-22,194,41
Potato,2023-12-22,125,96
Onion,2023-12-22,187,105
Carrot,2023-12-22,207,95
Cabbage,2023-12-22,441,118
Brinjal,2023-12-22,209,54
Cauliflower,2023-12-22,330,49
Spinach,2023-12-22,315,94
Beans,2023-12-22,372,69
Apple,2023-12-22,178,25
Banana,2023-12-22,489,75
Mango,2023-12-22,236,37
Orange,2023-12-22,105,98
Papaya,2023-12-22,383,93
Grapes,2023-12-22,483,56
Tomato,2023-12-23,155,34
Potato,2023-12-23,151,119
Onion,2023-12-23,313,74
Carrot,2023-12-23,206,57
Cabbage,2023-12-23,323,113
Brinjal,2023-12-23,260,93
Cauliflower,2023-12-23,195,36
Spinach,2023-12-23,412,60
Beans,2023-12-23,375,67
Apple,2023-12-23,192,50
Banana,2023-12-23,382,79
Mango,2023-12-23,107,50
Orange,2023-12-23,57,51
Papaya,2023-12-23,170,27
Grapes,2023-12-23,385,70
Tomato,2023-12-24,339,61
Potato,2023-12-24,213,79
Onion,2023-12-24,264,52
Carrot,2023-12-24,324,25
Cabbage,2023-12-24,385,120
Brinjal,2023-12-24,296,54
Cauliflower,2023-12-24,302,93
Spinach,2023-12-24,131,87
Beans,2023-12-24,151,94
Apple,2023-12-24,54,47
Banana,2023-12-24,388,90
Mango,2023-12-24,231,100
Orange,2023-12-24,410,70
Papaya,2023-12-24,222,93
Grapes,2023-12-24,262,56
Tomato,2023-12-25,468,113
Potato,2023-12-25,373,41
Onion,2023-12-25,176,79
Carrot,2023-12-25,173,63
Cabbage,2023-12-25,442,16
Brinjal,2023-12-25,160,113
Cauliflower,2023-12-25,344,93
Spinach,2023-12-25,472,49
Beans,2023-12-25,342,88
Apple,2023-12-25,400,13
Banana,2023-12-25,488,14
Mango,2023-12-25,398,58
Orange,2023-12-25,410,49
Papaya,2023-12-25,226,95
Grapes,2023-12-25,341,109
Tomato,2023-12-26,439,117
Potato,2023-12-26,304,90
Onion,2023-12-26,243,84
Carrot,2023-12-26,264,61
Cabbage,2023-12-26,246,115
Brinjal,2023-12-26,421,51
Cauliflower,2023-12-26,58,111
Spinach,2023-12-26,420,117
Beans,2023-12-26,304,71
Apple,2023-12-26,165,33
Banana,2023-12-26,433,67
Mango,2023-12-26,82,98
Orange,2023-12-26,197,44
Papaya,2023-12-26,281,83
Grapes,2023-12-26,151,107
Tomato,2023-12-27,362,66
Potato,2023-12-27,283,48
Onion,2023-12-27,248,85
Carrot,2023-12-27,230,69
Cabbage,2023-12-27,442,63
Brinjal,2023-12-27,460,54
Cauliflower,2023-12-27,220,38
Spinach,2023-12-27,191,118
Beans,2023-12-27,59,88
Apple,2023-12-27,196,16
Banana,2023-12-27,405,45
Mango,2023-12-27,488,106
Orange,2023-12-27,227,10
Papaya,2023-12-27,339,20
Grapes,2023-12-27,271,63
Tomato,2023-12-28,424,25
Potato,2023-12-28,415,56
Onion,2023-12-28,453,90
Carrot,2023-12-28,250,20
Cabbage,2023-12-28,118,113
Brinjal,2023-12-28,377,58
Cauliflower,2023-12-28,489,93
Spinach,2023-12-28,134,63
Beans,2023-12-28,332,17
Apple,2023-12-28,118,67
Banana,2023-12-28,281,56
Mango,2023-12-28,274,26
Orange,2023-12-28,366,109
Papaya,2023-12-28,472,30
Grapes,2023-12-28,224,56
Tomato,2023-12-29,67,95
Potato,2023-12-29,398,27
Onion,2023-12-29,358,61
Carrot,2023-12-29,101,82
Cabbage,2023-12-29,390,102
Brinjal,2023-12-29,205,17
Cauliflower,2023-12-29,442,105
Spinach,2023-12-29,392,36
Beans,2023-12-29,267,26
Apple,2023-12-29,119,72
Banana,2023-12-29,282,113
Mango,2023-12-29,337,56
Orange,2023-12-29,224,70
Papaya,2023-12-29,200,68
Grapes,2023-12-29,172,69
Tomato,2023-12-30,104,63
Potato,2023-12-30,190,10
Onion,2023-12-30,224,113
Carrot,2023-12-30,217,90
Cabbage,2023-12-30,71,43
Brinjal,2023-12-30,218,29
Cauliflower,2023-12-30,85,24
Spinach,2023-12-30,75,100
Beans,2023-12-30,379,30
Apple,2023-12-30,376,66
Banana,2023-12-30,132,57
Mango,2023-12-30,58,66
Orange,2023-12-30,378,77
Papaya,2023-12-30,212,108
Grapes,2023-12-30,455,16
Tomato,2023-12-31,349,17
Potato,2023-12-31,102,35
Onion,2023-12-31,305,12
Carrot,2023-12-31,292,61
Cabbage,2023-12-31,66,57
Brinjal,2023-12-31,224,116
Cauliflower,2023-12-31,411,68
Spinach,2023-12-31,95,25
Beans,2023-12-31,366,91
Apple,2023-12-31,393,87
Banana,2023-12-31,318,14
Mango,2023-12-31,413,86
Orange,2023-12-31,320,47
Papaya,2023-12-31,428,95
Grapes,2023-12-31,152,28
Tomato,2024-01-01,338,55
Potato,2024-01-01,113,41
Onion,2024-01-01,255,23
Carrot,2024-01-01,156,112
Cabbage,2024-01-01,284,10
Brinjal,2024-01-01,204,12
Cauliflower,2024-01-01,117,105
Spinach,2024-01-01,319,78
Beans,2024-01-01,64,96
Apple,2024-01-01,483,59
Banana,2024-01-01,415,66
Mango,2024-01-01,432,20
Orange,2024-01-01,495,101
Papaya,2024-01-01,375,61
Grapes,2024-01-01,442,108
Tomato,2024-01-02,439,101
Potato,2024-01-02,420,27
Onion,2024-01-02,364,110
Carrot,2024-01-02,451,45
Cabbage,2024-01-02,282,81
Brinjal,2024-01-02,314,91
Cauliflower,2024-01-02,464,33
Spinach,2024-01-02,101,20
Beans,2024-01-02,309,39
Apple,2024-01-02,86,106
Banana,2024-01-02,242,106
Mango,2024-01-02,403,48
Orange,2024-01-02,435,38
Papaya,2024-01-02,324,69
Grapes,2024-01-02,298,42
Tomato,2024-01-03,397,41
Potato,2024-01-03,186,14
Onion,2024-01-03,453,112
Carrot,2024-01-03,104,117
Cabbage,2024-01-03,176,22
Brinjal,2024-01-03,372,20
Cauliflower,2024-01-03,409,95
Spinach,2024-01-03,82,115
Beans,2024-01-03,183,92
Apple,2024-01-03,419,69
Banana,2024-01-03,164,86
Mango,2024-01-03,453,90
Orange,2024-01-03,495,49
Papaya,2024-01-03,471,43
Grapes,2024-01-03,478,55
Tomato,2024-01-04,230,113
Potato,2024-01-04,352,11
Onion,2024-01-04,117,23
Carrot,2024-01-04,114,117
Cabbage,2024-01-04,222,13
Brinjal,2024-01-04,185,71
Cauliflower,2024-01-04,496,26
Spinach,2024-01-04,107,35
Beans,2024-01-04,84,54
Apple,2024-01-04,292,105
Banana,2024-01-04,399,80
Mango,2024-01-04,363,118
Orange,2024-01-04,414,81
Papaya,2024-01-04,236,117
Grapes,2024-01-04,490,93
Tomato,2024-01-05,364,42
Potato,2024-01-05,252,19
Onion,2024-01-05,106,39
Carrot,2024-01-05,306,45
Cabbage,2024-01-05,306,98
Brinjal,2024-01-05,333,59
Cauliflower,2024-01-05,496,106
Spinach,2024-01-05,439,27
Beans,2024-01-05,495,21
Apple,2024-01-05,141,11
Banana,2024-01-05,473,13
Mango,2024-01-05,71,111
Orange,2024-01-05,263,108
Papaya,2024-01-05,255,44
Grapes,2024-01-05,131,67
Tomato,2024-01-06,166,81
Potato,2024-01-06,51,20
Onion,2024-01-06,82,34
Carrot,2024-01-06,390,114
Cabbage,2024-01-06,86,52
Brinjal,2024-01-06,313,106
Cauliflower,2024-01-06,468,64
Spinach,2024-01-06,329,42
Beans,2024-01-06,268,71
Apple,2024-01-06,231,59
Banana,2024-01-06,352,115
Mango,2024-01-06,403,18
Orange,2024-01-06,415,78
Papaya,2024-01-06,425,109
Grapes,2024-01-06,452,112
Tomato,2024-01-07,213,44
Potato,2024-01-07,168,14
Onion,2024-01-07,460,51
Carrot,2024-01-07,55,31
Cabbage,2024-01-07,70,56
Brinjal,2024-01-07,93,14
Cauliflower,2024-01-07,71,57
Spinach,2024-01-07,456,91
Beans,2024-01-07,292,13
Apple,2024-01-07,127,53
Banana,2024-01-07,258,62
Mango,2024-01-07,226,28
Orange,2024-01-07,283,17
Papaya,2024-01-07,88,114
Grapes,2024-01-07,277,115
Tomato,2024-01-08,115,15
Potato,2024-01-08,50,106
Onion,2024-01-08,103,105
Carrot,2024-01-08,128,98
Cabbage,2024-01-08,326,105
Brinjal,2024-01-08,404,19
Cauliflower,2024-01-08,214,27
Spinach,2024-01-08,295,80
Beans,2024-01-08,431,99
Apple,2024-01-08,223,81
Banana,2024-01-08,344,117
Mango,2024-01-08,438,38
Orange,2024-01-08,412,94
Papaya,2024-01-08,76,64
Grapes,2024-01-08,129,49
Tomato,2024-01-09,448,117
Potato,2024-01-09,436,19
Onion,2024-01-09,394,29
Carrot,2024-01-09,281,86
Cabbage,2024-01-09,352,15
Brinjal,2024-01-09,119,92
Cauliflower,2024-01-09,295,91
Spinach,2024-01-09,270,63
Beans,2024-01-09,268,38
Apple,2024-01-09,208,74
Banana,2024-01-09,414,41
Mango,2024-01-09,69,114
Orange,2024-01-09,201,59
Papaya,2024-01-09,453,27
Grapes,2024-01-09,379,85
Tomato,2024-01-10,248,39
Potato,2024-01-10,120,52
Onion,2024-01-10,469,105
Carrot,2024-01-10,450,61
Cabbage,2024-01-10,215,73
Brinjal,2024-01-10,289,120
Cauliflower,2024-01-10,499,25
Spinach,2024-01-10,183,90
Beans,2024-01-10,216,97
Apple,2024-01-10,377,60
Banana,2024-01-10,119,67
Mango,2024-01-10,107,90
Orange,2024-01-10,267,61
Papaya,2024-01-10,129,90
Grapes,2024-01-10,306,25
Tomato,2024-01-11,135,64
Potato,2024-01-11,296,92
Onion,2024-01-11,272,77
Carrot,2024-01-11,143,28
Cabbage,2024-01-11,318,88
Brinjal,2024-01-11,312,20
Cauliflower,2024-01-11,174,30
Spinach,2024-01-11,190,16
Beans,2024-01-11,88,62
Apple,2024-01-11,445,82
Banana,2024-01-11,110,11
Mango,2024-01-11,81,29
Orange,2024-01-11,263,72
Papaya,2024-01-11,279,117
Grapes,2024-01-11,470,95
Tomato,2024-01-12,436,45
Potato,2024-01-12,486,96
Onion,2024-01-12,481,16
Carrot,2024-01-12,490,48
Cabbage,2024-01-12,301,46
Brinjal,2024-01-12,376,111
Cauliflower,2024-01-12,417,96
Spinach,2024-01-12,465,99
Beans,2024-01-12,146,83
Apple,2024-01-12,336,65
Banana,2024-01-12,447,79
Mango,2024-01-12,473,111
Orange,2024-01-12,471,72
Papaya,2024-01-12,448,45
Grapes,2024-01-12,362,116
Tomato,2024-01-13,195,102
Potato,2024-01-13,118,111
Onion,2024-01-13,218,112
Carrot,2024-01-13,371,35
Cabbage,2024-01-13,289,23
Brinjal,2024-01-13,122,84
Cauliflower,2024-01-13,136,71
Spinach,2024-01-13,400,62
Beans,2024-01-13,481,102
Apple,2024-01-13,118,58
Banana,2024-01-13,348,33
Mango,2024-01-13,445,97
Orange,2024-01-13,478,14
Papaya,2024-01-13,367,32
Grapes,2024-01-13,438,11
Tomato,2024-01-14,104,74
Potato,2024-01-14,189,10
Onion,2024-01-14,320,64
Carrot,2024-01-14,350,75
Cabbage,2024-01-14,231,88
Brinjal,2024-01-14,284,25
Cauliflower,2024-01-14,297,38
Spinach,2024-01-14,314,62
Beans,2024-01-14,271,120
Apple,2024-01-14,100,81
Banana,2024-01-14,156,39
Mango,2024-01-14,164,106
Orange,2024-01-14,292,98
Papaya,2024-01-14,333,14
Grapes,2024-01-14,181,77
Tomato,2024-01-15,113,85
Potato,2024-01-15,164,54
Onion,2024-01-15,282,120
Carrot,2024-01-15,288,99
Cabbage,2024-01-15,52,105
Brinjal,2024-01-15,435,77
Cauliflower,2024-01-15,453,69
Spinach,2024-01-15,422,33
Beans,2024-01-15,93,94
Apple,2024-01-15,449,38
Banana,2024-01-15,298,59
Mango,2024-01-15,240,117
Orange,2024-01-15,310,71
Papaya,2024-01-15,306,73
Grapes,2024-01-15,328,46
Tomato,2024-01-16,277,120
Potato,2024-01-16,301,84
Onion,2024-01-16,500,63
Carrot,2024-01-16,409,37
Cabbage,2024-01-16,487,117
Brinjal,2024-01-16,499,65
Cauliflower,2024-01-16,275,24
Spinach,2024-01-16,360,25
Beans,2024-01-16,144,66
Apple,2024-01-16,467,32
Banana,2024-01-16,291,91
Mango,2024-01-16,459,14
Orange,2024-01-16,416,81
Papaya,2024-01-16,105,108
Grapes,2024-01-16,477,116
Tomato,2024-01-17,149,47
Potato,2024-01-17,423,96
Onion,2024-01-17,415,37
Carrot,2024-01-17,84,27
Cabbage,2024-01-17,324,79
Brinjal,2024-01-17,324,120
Cauliflower,2024-01-17,461,94
Spinach,2024-01-17,486,114
Beans,2024-01-17,166,52
Apple,2024-01-17,374,105
Banana,2024-01-17,394,29
Mango,2024-01-17,274,98
Orange,2024-01-17,446,77
Papaya,2024-01-17,447,83
Grapes,2024-01-17,211,82
Tomato,2024-01-18,475,96
Potato,2024-01-18,429,91
Onion,2024-01-18,475,64
Carrot,2024-01-18,215,25
Cabbage,2024-01-18,395,118
Brinjal,2024-01-18,296,90
Cauliflower,2024-01-18,62,112
Spinach,2024-01-18,57,49
Beans,2024-01-18,441,95
Apple,2024-01-18,318,31
Banana,2024-01-18,231,42
Mango,2024-01-18,230,68
Orange,2024-01-18,418,13
Papaya,2024-01-18,294,18
Grapes,2024-01-18,297,34
Tomato,2024-01-19,384,46
Potato,2024-01-19,473,105
Onion,2024-01-19,475,114
Carrot,2024-01-19,140,34
Cabbage,2024-01-19,459,94
Brinjal,2024-01-19,167,41
Cauliflower,2024-01-19,57,89
Spinach,2024-01-19,178,96
Beans,2024-01-19,67,73
Apple,2024-01-19,308,49
Banana,2024-01-19,364,42
Mango,2024-01-19,406,75
Orange,2024-01-19,104,110
Papaya,2024-01-19,396,24
Grapes,2024-01-19,383,120
Tomato,2024-01-20,308,87
Potato,2024-01-20,142,84
Onion,2024-01-20,447,62
Carrot,2024-01-20,320,63
Cabbage,2024-01-20,418,74
Brinjal,2024-01-20,88,50
Cauliflower,2024-01-20,63,112
Spinach,2024-01-20,242,106
Beans,2024-01-20,120,102
Apple,2024-01-20,450,65
Banana,2024-01-20,126,50
Mango,2024-01-20,283,11
Orange,2024-01-20,181,113
Papaya,2024-01-20,282,49
Grapes,2024-01-20,227,70
Tomato,2024-01-21,264,24
Potato,2024-01-21,75,97
Onion,2024-01-21,142,79
Carrot,2024-01-21,190,66
Cabbage,2024-01-21,99,13
Brinjal,2024-01-21,162,54
Cauliflower,2024-01-21,57,91
Spinach,2024-01-21,271,115
Beans,2024-01-21,491,54
Apple,2024-01-21,111,42
Banana,2024-01-21,82,56
Mango,2024-01-21,485,98
Orange,2024-01-21,92,23
Papaya,2024-01-21,352,29
Grapes,2024-01-21,55,106
Tomato,2024-01-22,338,88
Potato,2024-01-22,354,76
Onion,2024-01-22,419,93
Carrot,2024-01-22,259,23
Cabbage,2024-01-22,370,61
Brinjal,2024-01-22,282,112
Cauliflower,2024-01-22,497,25
Spinach,2024-01-22,419,102
Beans,2024-01-22,292,108
Apple,2024-01-22,239,97
Banana,2024-01-22,462,54
Mango,2024-01-22,153,17
